latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
36.38282,128.68968,316.91,1.74,1.29,2025-03-22,1204,Terra,MODIS,63,6.1NRT,287.57,33.96,N
36.3793,128.67146,335.66,1.74,1.29,2025-03-22,1204,Terra,MODIS,100,6.1NRT,288.61,81.82,N
36.37577,128.65314,312.43,1.75,1.3,2025-03-22,1204,Terra,MODIS,43,6.1NRT,287.09,25.36,N
36.39054,128.66838,341.7,1.74,1.29,2025-03-22,1204,Terra,MODIS,100,6.1NRT,287.27,106.21,N
36.38699,128.64986,341.07,1.75,1.3,2025-03-22,1204,Terra,MODIS,100,6.1NRT,287.61,103.43,N
36.39188,128.68088,311.71,1.74,1.29,2025-03-22,1204,Terra,MODIS,83,6.1NRT,286.37,28.63,N
36.38826,128.66264,352.51,1.74,1.29,2025-03-22,1204,Terra,MODIS,100,6.1NRT,289.47,156.31,N
36.38457,128.64404,325.77,1.75,1.3,2025-03-22,1204,Terra,MODIS,100,6.1NRT,286.89,55.84,N
36.37138,128.75269,316.63,1.72,1.29,2025-03-22,1204,Terra,MODIS,94,6.1NRT,287.05,34.98,N
36.375,128.77136,330.14,1.72,1.29,2025-03-22,1204,Terra,MODIS,100,6.1NRT,289.61,67.03,N
36.37857,128.78987,339.47,1.71,1.28,2025-03-22,1204,Terra,MODIS,100,6.1NRT,290.72,97.37,N
36.38205,128.80783,327.21,1.71,1.28,2025-03-22,1204,Terra,MODIS,100,6.1NRT,287.55,59.83,N
35.25866,127.86248,306.39,2.08,1.4,2025-03-22,1204,Terra,MODIS,61,6.1NRT,285.45,25.58,N
36.40737,128.51831,312.95,1.78,1.31,2025-03-22,1204,Terra,MODIS,86,6.1NRT,286.83,29.92,N
36.40355,128.49887,313.26,1.78,1.31,2025-03-22,1204,Terra,MODIS,73,6.1NRT,286.83,30.59,N
36.4187,128.51517,345.37,1.78,1.31,2025-03-22,1204,Terra,MODIS,100,6.1NRT,289.71,125.97,N
36.4148,128.49522,354.74,1.78,1.31,2025-03-22,1204,Terra,MODIS,100,6.1NRT,290.95,173.36,N
36.41099,128.47577,304.43,1.79,1.31,2025-03-22,1204,Terra,MODIS,26,6.1NRT,286.23,17.63,N
36.42228,128.4722,301.45,1.79,1.31,2025-03-22,1204,Terra,MODIS,15,6.1NRT,285.12,13.77,N
35.41632,129.2538,329.05,1.68,1.28,2025-03-22,1204,Terra,MODIS,100,6.1NRT,288.81,64.31,N
35.26297,127.88365,312.67,2.07,1.4,2025-03-22,1204,Terra,MODIS,85,6.1NRT,285.38,38.94,N
35.29253,128.8515,301.7,1.8,1.31,2025-03-22,1204,Terra,MODIS,32,6.1NRT,285.96,14.2,N
35.30387,128.84813,307.93,1.8,1.31,2025-03-22,1204,Terra,MODIS,73,6.1NRT,285.67,23.7,N
35.30418,128.86206,309.11,1.79,1.31,2025-03-22,1204,Terra,MODIS,53,6.1NRT,286.52,23.87,N
36.41552,128.76836,306.1,3.75,1.81,2025-03-22,1739,Aqua,MODIS,21,6.1NRT,282.49,63.81,N
37.18853,127.3232,304.45,1.46,1.19,2025-03-23,0141,Terra,MODIS,37,6.1NRT,292.91,7.85,D
35.92796,128.26285,309,1.76,1.3,2025-03-23,0143,Terra,MODIS,57,6.1NRT,294.96,10.69,D
37.05531,126.81858,306.33,1.37,1.16,2025-03-23,0143,Terra,MODIS,63,6.1NRT,292.07,6.57,D
36.96059,127.15784,307.54,1.44,1.19,2025-03-23,0143,Terra,MODIS,65,6.1NRT,294.46,6.97,D
36.9577,127.1733,310.03,1.44,1.19,2025-03-23,0143,Terra,MODIS,69,6.1NRT,294.53,9.64,D
37.00597,126.40325,303.62,1.31,1.14,2025-03-23,0143,Terra,MODIS,36,6.1NRT,290.35,5.67,D
36.82628,127.1067,306.72,1.44,1.19,2025-03-23,0143,Terra,MODIS,63,6.1NRT,293.6,6.78,D
36.94493,126.39528,301.08,1.31,1.14,2025-03-23,0143,Terra,MODIS,0,6.1NRT,288.73,5.49,D
36.39479,128.74176,316.65,1.84,1.33,2025-03-23,0143,Terra,MODIS,62,6.1NRT,292.12,29.73,D
36.39083,128.76151,316.24,1.85,1.33,2025-03-23,0143,Terra,MODIS,70,6.1NRT,292.43,28.91,D
36.42589,128.52664,311.14,1.78,1.31,2025-03-23,0143,Terra,MODIS,64,6.1NRT,290.62,20.21,D
36.42205,128.54587,314.9,1.79,1.31,2025-03-23,0143,Terra,MODIS,75,6.1NRT,291.32,27.03,D
36.37264,128.61249,307.2,1.81,1.32,2025-03-23,0143,Terra,MODIS,61,6.1NRT,292.9,12.76,D
36.36071,128.74672,307.22,1.85,1.33,2025-03-23,0143,Terra,MODIS,33,6.1NRT,292.5,13.67,D
36.37593,128.60803,307.61,1.81,1.32,2025-03-23,0143,Terra,MODIS,62,6.1NRT,292.58,13.3,D
35.95798,128.29137,308.12,1.77,1.3,2025-03-23,0143,Terra,MODIS,39,6.1NRT,294.24,10.53,D
36.17396,126.58805,304.41,1.39,1.17,2025-03-23,0143,Terra,MODIS,56,6.1NRT,290.58,8.28,D
35.41796,129.26469,308.45,2.09,1.41,2025-03-23,0143,Terra,MODIS,67,6.1NRT,295.29,16.76,D
35.41589,129.25661,311.47,2.09,1.41,2025-03-23,0143,Terra,MODIS,71,6.1NRT,295.36,21.86,D
35.36712,129.05853,305.39,2.04,1.39,2025-03-23,0143,Terra,MODIS,47,6.1NRT,295.19,13.34,D
35.24596,128.61499,309.37,1.92,1.35,2025-03-23,0143,Terra,MODIS,43,6.1NRT,295.37,17.07,D
35.26926,127.80172,331.37,1.71,1.28,2025-03-23,0143,Terra,MODIS,87,6.1NRT,292.31,63.88,D
35.25799,127.79964,317.23,1.71,1.28,2025-03-23,0143,Terra,MODIS,77,6.1NRT,291.91,30.94,D
35.23966,127.83347,306.32,1.72,1.29,2025-03-23,0143,Terra,MODIS,30,6.1NRT,290.55,11.93,D
35.2361,127.85154,303.76,1.72,1.29,2025-03-23,0143,Terra,MODIS,49,6.1NRT,290.01,9.42,D
35.16002,127.9423,305.75,1.75,1.3,2025-03-23,0143,Terra,MODIS,62,6.1NRT,292.7,12.3,D
35.1159,128.10623,305.72,1.8,1.31,2025-03-23,0143,Terra,MODIS,59,6.1NRT,294.7,10.92,D
36.41413,128.52263,321.53,3.53,1.77,2025-03-23,0618,Aqua,MODIS,36,6.1NRT,292.75,93.82,D
36.41753,128.52992,322.15,3.53,1.77,2025-03-23,0618,Aqua,MODIS,62,6.1NRT,291.14,101.61,D
35.21931,127.81583,325.21,3.08,1.67,2025-03-23,0618,Aqua,MODIS,78,6.1NRT,298.02,98.45,D
35.22146,127.84969,359.36,3.09,1.67,2025-03-23,0618,Aqua,MODIS,99,6.1NRT,298.2,418.36,D
35.21953,127.82125,337.42,3.08,1.67,2025-03-23,0618,Aqua,MODIS,88,6.1NRT,298.74,182.51,D
35.22192,127.85551,354.62,3.09,1.67,2025-03-23,0618,Aqua,MODIS,97,6.1NRT,297.49,357.52,D
36.39474,128.50546,316.37,1.24,1.11,2025-03-23,1244,Terra,MODIS,91,6.1NRT,278.28,22.66,N
36.4187,128.54236,304.6,1.24,1.11,2025-03-23,1244,Terra,MODIS,36,6.1NRT,271.47,11.6,N
36.3933,128.49231,312.87,1.24,1.1,2025-03-23,1244,Terra,MODIS,86,6.1NRT,277.73,19.54,N
36.39479,128.78503,302.57,1.28,1.12,2025-03-23,1244,Terra,MODIS,50,6.1NRT,279.4,11.14,N
36.40026,128.74158,300.77,1.27,1.12,2025-03-23,1244,Terra,MODIS,24,6.1NRT,278.44,9.41,N
36.39877,128.72763,309.31,1.27,1.12,2025-03-23,1244,Terra,MODIS,77,6.1NRT,277.41,16.73,N
36.39622,128.51897,314.56,1.24,1.11,2025-03-23,1244,Terra,MODIS,74,6.1NRT,277.31,20.46,N
36.41275,128.72882,308.91,1.04,1.02,2025-03-23,1819,Aqua,MODIS,52,6.1NRT,277.36,12.72,N
36.42215,128.74797,337.54,1.27,1.12,2025-03-24,0518,Aqua,MODIS,85,6.1NRT,294.85,48.47,D
35.16518,127.95756,305.99,1.48,1.2,2025-03-24,0518,Aqua,MODIS,51,6.1NRT,292.31,8.82,D
35.40827,129.22726,308.36,1.25,1.11,2025-03-24,0518,Aqua,MODIS,62,6.1NRT,292.06,8.59,D
35.24631,128.15962,307.11,1.43,1.18,2025-03-24,0518,Aqua,MODIS,33,6.1NRT,293.08,6.36,D
35.25266,128.15129,308.58,1.43,1.18,2025-03-24,0518,Aqua,MODIS,50,6.1NRT,293.77,8.51,D
35.27192,127.79282,308.85,1.5,1.21,2025-03-24,0518,Aqua,MODIS,55,6.1NRT,290.94,10.89,D
35.26503,127.78821,311.33,1.5,1.21,2025-03-24,0518,Aqua,MODIS,66,6.1NRT,292.59,14.23,D
35.49878,128.80504,309.18,1.31,1.13,2025-03-24,0518,Aqua,MODIS,63,6.1NRT,296.2,9.22,D
35.20474,126.77561,311.16,1.74,1.29,2025-03-24,0518,Aqua,MODIS,52,6.1NRT,293.43,13.98,D
36.35657,128.78665,332.76,1.27,1.12,2025-03-24,0518,Aqua,MODIS,72,6.1NRT,288.76,41.87,D
36.35411,128.77292,328.55,1.27,1.12,2025-03-24,0518,Aqua,MODIS,66,6.1NRT,292.91,32.55,D
36.36376,128.77008,348.9,1.27,1.12,2025-03-24,0518,Aqua,MODIS,90,6.1NRT,292.34,79.39,D
36.3631,128.59172,319.47,1.29,1.13,2025-03-24,0518,Aqua,MODIS,68,6.1NRT,294.92,18.41,D
36.40532,128.76723,404.43,1.27,1.12,2025-03-24,0518,Aqua,MODIS,0,6.1NRT,306.31,387.28,D
36.3929,128.69882,324.08,1.28,1.12,2025-03-24,0518,Aqua,MODIS,52,6.1NRT,296.02,21.11,D
36.41251,128.75087,346.22,1.27,1.12,2025-03-24,0518,Aqua,MODIS,89,6.1NRT,294.5,67.25,D
36.41013,128.7377,347.25,1.27,1.12,2025-03-24,0518,Aqua,MODIS,93,6.1NRT,299.4,68.95,D
36.40765,128.72398,360.96,1.27,1.12,2025-03-24,0518,Aqua,MODIS,100,6.1NRT,298.99,114.25,D
36.40261,128.69617,433.82,1.28,1.12,2025-03-24,0518,Aqua,MODIS,100,6.1NRT,308.42,738.68,D
36.40014,128.68256,401.27,1.28,1.12,2025-03-24,0518,Aqua,MODIS,100,6.1NRT,307.19,363.74,D
36.41977,128.73477,362.63,1.27,1.12,2025-03-24,0518,Aqua,MODIS,100,6.1NRT,300.41,123.62,D
36.39211,128.52557,359.63,1.3,1.13,2025-03-24,0518,Aqua,MODIS,99,6.1NRT,294.94,116.85,D
36.38961,128.51184,372.07,1.31,1.13,2025-03-24,0518,Aqua,MODIS,100,6.1NRT,298.59,173.46,D
36.38694,128.49715,334.94,1.31,1.13,2025-03-24,0518,Aqua,MODIS,88,6.1NRT,296.75,43.36,D
36.3968,128.49474,318.47,1.31,1.13,2025-03-24,0518,Aqua,MODIS,73,6.1NRT,295.34,15.91,D
36.39418,128.48029,319.31,1.31,1.14,2025-03-24,0518,Aqua,MODIS,77,6.1NRT,293.53,18.2,D
36.41673,128.54808,319.91,1.3,1.13,2025-03-24,0518,Aqua,MODIS,47,6.1NRT,292.61,18.17,D
36.41422,128.53415,334.71,1.3,1.13,2025-03-24,0518,Aqua,MODIS,88,6.1NRT,296.22,43.59,D
36.43128,128.51471,341.27,1.3,1.13,2025-03-24,0518,Aqua,MODIS,83,6.1NRT,293.82,54.75,D
36.42884,128.50113,338.46,1.31,1.13,2025-03-24,0518,Aqua,MODIS,90,6.1NRT,295.68,51.1,D
36.4262,128.48639,311.48,1.31,1.13,2025-03-24,0518,Aqua,MODIS,46,6.1NRT,294.4,7.78,D
36.43664,128.53627,318.8,1.3,1.13,2025-03-24,0518,Aqua,MODIS,55,6.1NRT,293.89,18.05,D
36.43402,128.52209,323.92,1.3,1.13,2025-03-24,0518,Aqua,MODIS,73,6.1NRT,293.85,24.98,D
36.43149,128.50836,343.42,1.3,1.13,2025-03-24,0518,Aqua,MODIS,93,6.1NRT,294.5,64.38,D
36.42891,128.49442,326.76,1.31,1.13,2025-03-24,0518,Aqua,MODIS,80,6.1NRT,295.74,28.27,D
36.44129,128.50571,346.85,1.3,1.13,2025-03-24,0518,Aqua,MODIS,94,6.1NRT,292.26,74.33,D
36.43876,128.49196,339.07,1.31,1.13,2025-03-24,0518,Aqua,MODIS,91,6.1NRT,295.24,54.82,D
36.17838,127.01492,308.43,1.6,1.24,2025-03-24,0518,Aqua,MODIS,48,6.1NRT,291.63,9.2,D
36.99163,126.50243,306.06,1.64,1.26,2025-03-24,0518,Aqua,MODIS,0,6.1NRT,286.52,10.79,D
37.58546,127.83994,305.08,1.34,1.15,2025-03-24,0521,Aqua,MODIS,39,6.1NRT,292.88,6.46,D
36.41665,128.71996,313.11,1.06,1.03,2025-03-25,0124,Terra,MODIS,69,6.1NRT,291.2,10.77,D
36.41485,128.73132,307.62,1.06,1.03,2025-03-25,0124,Terra,MODIS,39,6.1NRT,292.02,6.47,D
36.40209,128.81181,317.79,1.07,1.03,2025-03-25,0124,Terra,MODIS,76,6.1NRT,294.19,15.07,D
36.40026,128.82332,326.45,1.07,1.03,2025-03-25,0124,Terra,MODIS,67,6.1NRT,293.72,23.42,D
36.39662,128.84612,317.65,1.07,1.03,2025-03-25,0124,Terra,MODIS,43,6.1NRT,291.28,14.38,D
36.4382,128.52417,320.81,1.05,1.02,2025-03-25,0124,Terra,MODIS,80,6.1NRT,291.39,16.92,D
35.21927,128.82619,310.11,1.1,1.05,2025-03-25,0124,Terra,MODIS,68,6.1NRT,297.41,6.29,D
36.37331,128.81659,322.81,1.07,1.03,2025-03-25,0124,Terra,MODIS,53,6.1NRT,292.32,18.31,D
36.36602,128.86201,320.78,1.07,1.03,2025-03-25,0124,Terra,MODIS,31,6.1NRT,289.58,17.29,D
36.40786,128.54065,309.38,1.05,1.02,2025-03-25,0124,Terra,MODIS,67,6.1NRT,291.76,7.49,D
36.40606,128.55202,308.4,1.05,1.02,2025-03-25,0124,Terra,MODIS,54,6.1NRT,291.44,6.59,D
36.35004,128.78699,305.64,1.07,1.03,2025-03-25,0124,Terra,MODIS,28,6.1NRT,291.21,5.34,D
36.34456,128.82106,321.99,1.07,1.03,2025-03-25,0124,Terra,MODIS,60,6.1NRT,290.7,18.41,D
36.38822,128.48927,303.52,1.05,1.02,2025-03-25,0124,Terra,MODIS,39,6.1NRT,292.57,3.44,D
36.38645,128.50046,306.38,1.05,1.02,2025-03-25,0124,Terra,MODIS,59,6.1NRT,291.91,5.36,D
36.37216,128.5322,312.94,1.05,1.02,2025-03-25,0124,Terra,MODIS,65,6.1NRT,292.02,9.65,D
36.37035,128.54359,306.47,1.05,1.02,2025-03-25,0124,Terra,MODIS,28,6.1NRT,292.14,4.74,D
35.85162,128.36046,307.09,1.05,1.02,2025-03-25,0124,Terra,MODIS,36,6.1NRT,293.75,5.24,D
35.73273,128.46628,306.12,1.06,1.03,2025-03-25,0124,Terra,MODIS,53,6.1NRT,295.55,5.72,D
35.23001,128.24164,304.77,1.06,1.03,2025-03-25,0124,Terra,MODIS,49,6.1NRT,293.42,4.24,D
35.22534,127.85477,302.48,1.03,1.02,2025-03-25,0124,Terra,MODIS,32,6.1NRT,291.17,3.01,D
35.55935,129.36697,314.81,1.14,1.07,2025-03-25,0124,Terra,MODIS,52,6.1NRT,298.94,11.69,D
35.55735,129.37904,316.18,1.14,1.07,2025-03-25,0124,Terra,MODIS,63,6.1NRT,297.25,13.45,D
37.42146,129.17427,301.85,1.07,1.03,2025-03-25,0124,Terra,MODIS,42,6.1NRT,289.13,4.17,D
36.42406,128.84662,302.82,1.07,1.03,2025-03-25,0124,Terra,MODIS,20,6.1NRT,290.79,3.81,D
36.4222,128.85817,320.51,1.07,1.03,2025-03-25,0124,Terra,MODIS,80,6.1NRT,292.05,18.29,D
36.41843,128.88153,316.17,1.07,1.03,2025-03-25,0124,Terra,MODIS,75,6.1NRT,289.92,14.34,D
36.42031,128.86983,329.58,1.07,1.03,2025-03-25,0124,Terra,MODIS,86,6.1NRT,292.12,30.37,D
35.22026,127.86996,322.41,1.45,1.19,2025-03-25,0559,Aqua,MODIS,78,6.1NRT,294.75,26.8,D
35.21843,127.85278,337.04,1.45,1.19,2025-03-25,0559,Aqua,MODIS,89,6.1NRT,295.23,58.94,D
35.26543,127.79659,310.72,1.44,1.19,2025-03-25,0559,Aqua,MODIS,54,6.1NRT,295.06,8.39,D
35.26397,127.78316,310.29,1.44,1.19,2025-03-25,0559,Aqua,MODIS,41,6.1NRT,296.5,8.74,D
35.27208,127.78898,311.69,1.44,1.19,2025-03-25,0559,Aqua,MODIS,57,6.1NRT,294.63,10.38,D
35.57501,129.12227,333.65,1.75,1.3,2025-03-25,0559,Aqua,MODIS,87,6.1NRT,297.92,64.15,D
35.57315,129.10332,320.7,1.75,1.3,2025-03-25,0559,Aqua,MODIS,77,6.1NRT,297.21,29.55,D
35.58644,129.12062,315.79,1.75,1.3,2025-03-25,0559,Aqua,MODIS,70,6.1NRT,296.36,18.63,D
35.58504,129.11362,318.93,1.75,1.3,2025-03-25,0559,Aqua,MODIS,65,6.1NRT,296.64,24.39,D
35.56458,126.7446,318.74,1.27,1.12,2025-03-25,0559,Aqua,MODIS,66,6.1NRT,280.92,22.49,D
35.57442,126.74297,307.27,1.27,1.12,2025-03-25,0559,Aqua,MODIS,32,6.1NRT,282.77,9.18,D
36.35086,128.78012,331.94,1.71,1.28,2025-03-25,0559,Aqua,MODIS,86,6.1NRT,294.87,52.58,D
36.3843,128.88676,339.27,1.74,1.29,2025-03-25,0559,Aqua,MODIS,90,6.1NRT,293.27,72.91,D
36.3825,128.86853,370.21,1.73,1.29,2025-03-25,0559,Aqua,MODIS,100,6.1NRT,297.11,234.41,D
36.38082,128.85129,391.48,1.73,1.29,2025-03-25,0559,Aqua,MODIS,100,6.1NRT,302.82,427.75,D
36.37904,128.83328,383.61,1.72,1.29,2025-03-25,0559,Aqua,MODIS,100,6.1NRT,301.95,341.75,D
36.37719,128.81456,413.57,1.72,1.29,2025-03-25,0559,Aqua,MODIS,100,6.1NRT,310.99,731.93,D
36.39776,128.90599,338.38,1.74,1.29,2025-03-25,0559,Aqua,MODIS,89,6.1NRT,294.04,71.98,D
36.39577,128.88608,406.6,1.74,1.29,2025-03-25,0559,Aqua,MODIS,100,6.1NRT,307.07,636.46,D
36.394,128.86813,458.42,1.73,1.29,2025-03-25,0559,Aqua,MODIS,100,6.1NRT,322.55,1820.55,D
36.39215,128.8495,427.07,1.73,1.29,2025-03-25,0559,Aqua,MODIS,100,6.1NRT,308.25,989.96,D
36.39039,128.83171,381.38,1.72,1.29,2025-03-25,0559,Aqua,MODIS,100,6.1NRT,295.95,319.33,D
36.38855,128.8132,435.06,1.72,1.29,2025-03-25,0559,Aqua,MODIS,100,6.1NRT,304.99,1160.59,D
36.3817,128.88156,328.6,1.74,1.29,2025-03-25,0559,Aqua,MODIS,39,6.1NRT,292.89,35.77,D
36.38007,128.86394,350.66,1.73,1.29,2025-03-25,0559,Aqua,MODIS,96,6.1NRT,295.42,115.84,D
36.37847,128.84659,369.2,1.73,1.29,2025-03-25,0559,Aqua,MODIS,100,6.1NRT,301.18,224.97,D
36.37675,128.82799,356.94,1.72,1.29,2025-03-25,0559,Aqua,MODIS,98,6.1NRT,300.34,142.36,D
36.37504,128.80954,355.53,1.72,1.29,2025-03-25,0559,Aqua,MODIS,98,6.1NRT,302.02,140.93,D
36.39495,128.90021,344.53,1.74,1.29,2025-03-25,0559,Aqua,MODIS,93,6.1NRT,293.88,96.82,D
36.39318,128.88109,396.37,1.74,1.29,2025-03-25,0559,Aqua,MODIS,100,6.1NRT,303.49,494.2,D
36.3915,128.86301,452.33,1.73,1.29,2025-03-25,0559,Aqua,MODIS,100,6.1NRT,314.66,1630.78,D
36.38981,128.8448,399.34,1.73,1.29,2025-03-25,0559,Aqua,MODIS,100,6.1NRT,303.02,526.18,D
36.38813,128.82674,423.53,1.72,1.29,2025-03-25,0559,Aqua,MODIS,100,6.1NRT,301.7,917.99,D
36.38638,128.80804,427,1.72,1.29,2025-03-25,0559,Aqua,MODIS,100,6.1NRT,308.87,986.71,D
36.40644,128.89961,393.37,1.74,1.29,2025-03-25,0559,Aqua,MODIS,100,6.1NRT,296.5,470.18,D
36.40464,128.88029,465.44,1.74,1.29,2025-03-25,0559,Aqua,MODIS,100,6.1NRT,312.37,2066.27,D
36.40292,128.86194,454.72,1.73,1.29,2025-03-25,0559,Aqua,MODIS,100,6.1NRT,314.3,1708.78,D
36.40114,128.84294,366.19,1.73,1.29,2025-03-25,0559,Aqua,MODIS,100,6.1NRT,296.5,209.14,D
36.39946,128.82506,333.23,1.72,1.29,2025-03-25,0559,Aqua,MODIS,68,6.1NRT,293.64,45.55,D
36.37156,128.5323,330.55,1.65,1.26,2025-03-25,0559,Aqua,MODIS,72,6.1NRT,297.5,43.66,D
36.41613,128.87985,354.01,1.74,1.29,2025-03-25,0559,Aqua,MODIS,97,6.1NRT,291.19,138.01,D
36.41787,128.89832,327.44,1.74,1.29,2025-03-25,0559,Aqua,MODIS,78,6.1NRT,287.3,43.1,D
36.41431,128.86057,347.64,1.73,1.29,2025-03-25,0559,Aqua,MODIS,95,6.1NRT,292.72,110.84,D
36.41074,128.8228,326.68,1.72,1.29,2025-03-25,0559,Aqua,MODIS,65,6.1NRT,295.6,34.95,D
36.39848,128.69421,321.84,1.69,1.28,2025-03-25,0559,Aqua,MODIS,76,6.1NRT,296.45,26.73,D
36.39669,128.67566,340.14,1.68,1.28,2025-03-25,0559,Aqua,MODIS,91,6.1NRT,296.77,79.67,D
36.42747,128.8777,336.09,1.74,1.29,2025-03-25,0559,Aqua,MODIS,79,6.1NRT,292.11,65.62,D
36.42564,128.85851,340.92,1.73,1.29,2025-03-25,0559,Aqua,MODIS,92,6.1NRT,294.29,84.08,D
36.42212,128.82164,337.46,1.72,1.29,2025-03-25,0559,Aqua,MODIS,90,6.1NRT,295.49,70.29,D
36.41319,128.72856,344.67,1.7,1.28,2025-03-25,0559,Aqua,MODIS,93,6.1NRT,298.91,94.06,D
36.41145,128.71054,353.98,1.69,1.28,2025-03-25,0559,Aqua,MODIS,97,6.1NRT,301.15,135.88,D
36.42451,128.72749,401.51,1.7,1.28,2025-03-25,0559,Aqua,MODIS,100,6.1NRT,302.52,553.21,D
36.42274,128.70926,385.95,1.69,1.28,2025-03-25,0559,Aqua,MODIS,100,6.1NRT,304.51,370.34,D
36.40847,128.56352,325.85,1.66,1.27,2025-03-25,0559,Aqua,MODIS,52,6.1NRT,293.97,34.62,D
36.40667,128.54523,339.71,1.65,1.26,2025-03-25,0559,Aqua,MODIS,91,6.1NRT,294.41,72.71,D
36.43072,128.55983,323.27,1.66,1.27,2025-03-25,0559,Aqua,MODIS,66,6.1NRT,294.37,32.24,D
36.42883,128.541,342.99,1.65,1.26,2025-03-25,0559,Aqua,MODIS,93,6.1NRT,295.19,86.16,D
36.42702,128.52298,328.73,1.65,1.26,2025-03-25,0559,Aqua,MODIS,34,6.1NRT,295.06,37.77,D
36.42522,128.50499,318.38,1.65,1.26,2025-03-25,0559,Aqua,MODIS,34,6.1NRT,294.75,19.02,D
36.42353,128.48811,316.38,1.64,1.26,2025-03-25,0559,Aqua,MODIS,33,6.1NRT,295.37,16.41,D
36.43993,128.53908,348.29,1.65,1.26,2025-03-25,0559,Aqua,MODIS,95,6.1NRT,296.25,106.8,D
36.43815,128.52142,355.01,1.65,1.26,2025-03-25,0559,Aqua,MODIS,98,6.1NRT,297.4,134.79,D
36.43628,128.50298,342.06,1.65,1.26,2025-03-25,0559,Aqua,MODIS,92,6.1NRT,295.97,81.92,D
36.4345,128.48544,329.32,1.64,1.26,2025-03-25,0559,Aqua,MODIS,85,6.1NRT,295.19,43.62,D
36.4511,128.53778,340.73,1.65,1.26,2025-03-25,0559,Aqua,MODIS,92,6.1NRT,294.4,77.72,D
36.44929,128.51999,340.14,1.65,1.26,2025-03-25,0559,Aqua,MODIS,88,6.1NRT,295.15,74.08,D
